popularity,budget,title,cast,director,keywords,genres,companies,score
1.73518,30000000,Paul Blart: Mall Cop 2,Kevin James|Raini Rodriguez|Eduardo VerÃ¡stegui|Daniella Alonso|Neal McDonough,Andy Fickman,shopping mall|las vegas nevada|security guard,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),5.3
1.724712,0,Frozen Fever,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Chris Williams,Chris Buck|Jennifer Lee,sister sister relationship|birthday|song|birthday party|flu,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,7.0
1.661789,0,High-Rise,Tom Hiddleston|Sienna Miller|Jeremy Irons|Luke Evans|Elisabeth Moss,Ben Wheatley,skyscraper|high rise,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,5.4
1.651078,4000000,The Boy Next Door,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth,Rob Cohen,male nudity|female nudity|sex|adultery|infidelity,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,3.9
1.646664,0,Spooks: The Greater Good,Peter Firth|Kit Harington|Jennifer Ehle|Lara Pulver|Elyes Gabel,Bharat Nalluri,corruption|terrorist|explosive|police|kidnapping,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,5.6
1.532997,30000000,Entourage,Jeremy Piven|Adrian Grenier|Jerry Ferrara|Kevin Connolly|Kevin Dillon,Doug Ellin,friendship|hollywood|movie star|entourage,Comedy,Warner Bros.|Closest to the Hole Productions,6.2
1.510096,23000000,The Wedding Ringer,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett|Jorge Garcia,Jeremy Garelick,male friendship|impersonator|wedding|lying|best man,Comedy,Miramax Films|Screen Gems|LStar Capital,6.5
1.499614,15000000,Scouts Guide to the Zombie Apocalypse,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,Christopher B. Landon,female nudity|shotgun|nudity|strip club|party,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,6.2
1.495112,5000000,The Visit,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,M. Night Shyamalan,rap|pennsylvania|brother sister relationship|farm|grandparents,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,5.9
1.483246,53000000,Black Mass,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,Scott Cooper,boston|based on true story|organized crime,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,6.3
1.449072,8900000,Heist,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,Scott Mann,casino|robbery|bus hijacking|heist,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,5.4
1.448002,15000000,Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,Michael Dougherty,fire|winter|santa claus|snow storm|christmas tree,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,5.9
1.443406,20000000,Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,Gilles Paquet-Brenner,prison|based on novel|brother sister relationship|satanism|witness,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,5.7
1.41239,5000000,No Escape,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,John Erick Dowdle,coup|american|family|foreign,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,6.7
1.40805,700000,Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,Rick Famuyiwa,california|hip-hop|harvard university|geek|coming of age,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,7.3
1.388251,28000000,American Ultra,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,Nima Nourizadeh,memory loss|stoner|black ops,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,5.9
1.388032,11000000,Woman in Gold,Helen Mirren|Ryan Reynolds|Tatiana Maslany|Katie Holmes|Max Irons,Simon Curtis,nazis|art|stolen painting,Drama,BBC Films|Origin Pictures,7.3
1.38032,0,The Scorpion King: The Lost Throne,Victor Webster|Ellen Hollman|Barry Bostwick|Will Kemp|M. Emmet Walsh,Mike Elliott,magic|fantasy|steampunk|dragon,Action|Fantasy|Adventure,Universal Pictures,4.5
1.376605,30000000,Sisters,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,Jason Moore,sister sister relationship|childhood home,Comedy,Little Stranger,5.9
1.360926,12000000,Project Almanac,Jonny Weston|Virginia Gardner|Sofia Black-D'Elia|Sam Lerner|Allen Evangelista,Dean Israelite,time travel|time machine|teenager|found footage,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,6.3
1.360827,0,Absolutely Anything,Simon Pegg|Kate Beckinsale|Rob Riggle|Sanjeev Bhaskar|Joanna Lumley,Terry Jones,london|alien|teacher|talking animal|super powers,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,5.8
1.355822,25000000,The Transporter Refueled,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÄ‡,Camille Delamarre,transporter|sequel|suspense|car|bank heist,Thriller|Action|Crime,EuropaCorp,5.3
1.345982,55000000,Crimson Peak,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,Guillermo del Toro,haunted house|mining|murder|spitting blood|gothic,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,6.4
1.342839,0,Everly,Salma Hayek|Hiroyuki Watanabe|Jennifer Blanc|Togo Igawa|Caroline Chikezie,Joe Lynch,assassin|mob boss,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",5.1
1.338481,14800000,Magic Mike XXL,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃ­guez,Gregory Jacobs,male friendship|strip club|road trip|strip tease|strip,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),6.3
1.338322,10000000,Paranormal Activity: The Ghost Dimension,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,Gregory Plotkin,terror|supernatural|sequel|demon|found footage,Horror|Thriller,Paramount Pictures|Blumhouse Productions,5.0
1.329702,0,Slow West,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn|Caren Pistorius|Rory McCann,John Maclean,fire|bounty hunter|shotgun|horseback riding|horse,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,6.6
1.316239,15000000,Trumbo,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,Jay Roach,screenwriter|communist|biography|film history|hollywood,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,7.2
1.315266,19500000,Secret in Their Eyes,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Billy Ray,fbi|missing child,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,6.2
1.29314,0,Mistress America,Greta Gerwig|Lola Kirke|Charlie Gillette|Dean Wareham|Heather Lind,Noah Baumbach,comedy,Comedy,RT Features,6.4
1.291013,74000000,The SpongeBob Movie: Sponge Out of Water,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,Paul Tibbitt,ocean|sea|star|water|comedy,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,5.7
1.284541,0,True Story,Jonah Hill|James Franco|Felicity Jones|Maria Dizzia|Ethan Suplee,Rupert Goold,,Crime|Drama|Mystery,Plan B Entertainment|Regency Enterprises|New Regency Pictures,6.0
1.278928,20000000,Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,Boaz Yakin,afghanistan|war|based on true story|rescue|betrayal,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),7.0
1.25358,0,Shaun the Sheep Movie,Justin Fletcher|Omid Djalili|Richard Webber|Kate Harbour|Tim Hands,Mark Burton|Richard Starzack,countryside|sheep|based on tv series|memory loss|hospital,Family|Animation|Comedy|Adventure,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),6.9
1.251681,11000000,Louder Than Bombs,Gabriel Byrne|Isabelle Huppert|Jesse Eisenberg|Devin Druid|Amy Ryan,Joachim Trier,usa|brother brother relationship|father-son relationship|car accident|death of mother,Drama,Motlys|Arte France CinÃ©ma|Animal Kingdom,6.3
1.245224,0,A Perfect Day,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃ©lanie Thierry|Fedja Stukan,Fernando LeÃ³n de Aranoa,road movie,Comedy|Drama,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,6.3
1.225325,40000000,The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,assassin|hitman,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),5.6
1.191138,1000000,Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,computer|bullying|revenge|internet|violence,Horror|Thriller,Bazelevs Production|Blumhouse Productions,5.6
1.178831,35000000,Hot Pursuit,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,Anne Fletcher,texas|prisoner|cop|drug cartel|on the run,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,5.5
1.164724,10000000,Insidious: Chapter 3,Dermot Mulroney|Stefanie Scott|Lin Shaye|Leigh Whannell|Angus Sampson,Leigh Whannell,sequel,Drama|Horror|Thriller,Sony Pictures,6.3
1.161812,0,Z for Zachariah,Margot Robbie|Chiwetel Ejiofor|Chris Pine,Craig Zobel,love triangle|based on novel|jealousy|radiation|tractor,Drama|Science Fiction|Thriller,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,5.5
1.144808,0,Dragonheart 3: The Sorcerer's Curse,Julian Morris|Tamzin Merchant|Jassa Ahluwalia|Ben Kingsley|Jonjo O'Neill,Colin Teague,magic|wall|druid|knight|dragon,Action|Adventure|Fantasy,Raffaella Productions,4.5
1.142518,6000000,The Lady in the Van,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,based on novel|biography|based on true story,Comedy|Drama,BBC Films|TriStar Productions,5.9
1.138395,40000000,Victor Frankenstein,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Paul McGuigan,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,5.5
1.128081,0,Brothers of the Wind,Manuel Camacho|Jean Reno|Tobias Moretti|Eva Kuen,Gerado Olivares|Otmar Penker,eagle|learning to fly|eagle's feather|father son conflict|bird's nest,Adventure|Drama|Family,Terra Mater Factual Studios,7.5
1.125239,8000000,Anomalisa,Jennifer Jason Leigh|David Thewlis|Tom Noonan,Duke Johnson|Charlie Kaufman,sex|depression|existentialism,Animation|Comedy|Drama|Romance,Starburns Industries,6.7
1.073349,1800000,Bone Tomahawk,Kurt Russell|Richard Jenkins|Matthew Fox|Lili Simmons|Sean Young,S. Craig Zahler,poison|prisoner|murder|rifle|gore,Horror|Western|Adventure|Drama,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,6.3
1.065888,0,Regression,Ethan Hawke|Emma Watson|Aaron Ashmore|Devon Bostick|David Thewlis,Alejandro AmenÃ¡bar,investigation|memory loss,Horror|Mystery|Thriller,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,5.2
1.063055,0,Pawn Sacrifice,Tobey Maguire|Lily Rabe|Peter Sarsgaard|Liev Schreiber|Sophie NÃ©lisse,Edward Zwick,chess|cold war|russia|biography|victory,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,6.6
1.046518,0,The Man Who Knew Infinity,Jeremy Irons|Dev Patel|Toby Jones|Stephen Fry|Jeremy Northam,Matt Brown,england|indian|mathematician|biography|cambridge,Drama,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,7.1
1.041922,20000000,Momentum,Olga Kurylenko|Morgan Freeman|James Purefoy|Jenna Saras|Lee-Anne Summers,Stephen S. Campanelli,,Thriller|Action,Thaba Media|Azari Media,5.8
1.03839,2000000,The Diary of a Teenage Girl,Bel Powley|Kristen Wiig|Alexander SkarsgÃ¥rd|Christopher Meloni|Margarita Levieva,Marielle Heller,1970s|teenage girl|older man younger woman relationship|based on graphic novel|teenage sexuality,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,6.8
1.036825,0,Pay the Ghost,Nicolas Cage|Sarah Wayne Callies|Veronica Ferres|Lyriq Bent|Lauren Beatty,Uli Edel,halloween|police|revenge|burned alive|children,Horror|Thriller,Voltage Films|Midnight Kitchen Productions,5.3
1.02762,0,The Voices,Ryan Reynolds|Gemma Arterton|Anna Kendrick|Jacki Weaver|Ella Smith,Marjane Satrapi,violence|psychiatrist|dark|evil|woman director,Horror|Thriller|Comedy|Crime,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,6.0
1.021441,0,Last Knights,Clive Owen|Morgan Freeman|Aksel Hennie|Shohreh Aghdashloo|James Babson,Kazuaki Kiriya,loyalty|emperor|castle|sword fight|revenge,Action|Adventure,Czech Anglo Productions|Luka Productions,6.3
1.008474,12000000,Il racconto dei racconti,Salma Hayek|Vincent Cassel|John C. Reilly|Toby Jones|Shirley Henderson,Matteo Garrone,,Romance|Fantasy|Horror,HanWay Films|Rai Cinema|Le Pacte|Fonds Eurimages du Conseil de l'Europe|Recorded Picture Company (RPC),5.7
1.007054,11000000,Irrational Man,Emma Stone|Joaquin Phoenix|Jamie Blackley|Parker Posey|Meredith Hagner,Woody Allen,,Mystery|Drama,Sony Pictures|Gravier Productions,6.1
0.973316,15000000,Queen of the Desert,Nicole Kidman|James Franco|Robert Pattinson|Damian Lewis|Jenny Agutter,Werner Herzog,middle east|persia|adventurer,Drama|History,Benaroya Pictures|H Films|Raslan Company of America,6.0
0.956096,18000000,Ricki and the Flash,Meryl Streep|Kevin Kline|Mamie Gummer|Sebastian Stan|Audra McDonald,Jonathan Demme,homophobia|rock star|aging|family relationships|divorce,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,5.5
0.953647,0,Miss You Already,Drew Barrymore|Toni Collette|Dominic Cooper|Jacqueline Bisset|Paddy Considine,Catherine Hardwicke,female friendship|music|friendship|love|cancer,Comedy|Drama|Romance,S Films|New Sparta Films,7.2
0.953046,630019,Kung Fury,David Sandberg|Jorma Taccone|Leopold Nilsson|Andreas Cahling|Helene Ahlson,David Sandberg,video game|martial arts|kung fu|hacker|nazis,Action|Comedy|Science Fiction|Fantasy,Laser Unicorns,7.7
0.950793,12000000,The Perfect Guy,Michael Ealy|Sanaa Lathan|Morris Chestnut|Kathryn Morris|Rutina Wesley,David M. Rosenthal,,Drama|Thriller,Screen Gems,5.6
0.938432,0,A Bigger Splash,Tilda Swinton|Matthias Schoenaerts|Ralph Fiennes|Dakota Johnson|Aurore ClÃ©ment,Luca Guadagnino,italy|fish|rock star|vacation|rock concert,Crime|Drama|Mystery|Thriller,StudioCanal|Ministero per i Beni e le AttivitÃ  Culturali (MiBAC)|Frenesy Film Company|Sensi Contemporanei Cinema e Audiovisivo|Cota Film,5.8
0.93762,10000000,While We're Young,Ben Stiller|Naomi Watts|Adam Driver|Amanda Seyfried|Charles Grodin,Noah Baumbach,marriage|middle age,Drama|Comedy,Scott Rudin Productions|A24,5.9
0.927339,40000000,Get Hard,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,Etan Cohen,prison|training|framed|embezzlement,Comedy,Gary Sanchez Productions|Warner Bros.,5.9
0.91704,0,Kidnapping Mr. Heineken,Anthony Hopkins|Jim Sturgess|Sam Worthington|Ryan Kwanten|Mark van Eeuwen,Daniel Alfredson,,Drama|Action|Crime|Thriller,Umedia|Informant Europe SPRL|European Film Company,5.8
0.913085,60000000,The Ridiculous 6,Adam Sandler|Taylor Lautner|Steve Buscemi|Terry Crews|Danny Trejo,Frank Coraci,wild west,Comedy|Western,Happy Madison Productions,4.8
0.90686,0,Kill Me Three Times,Teresa Palmer|Simon Pegg|Luke Hemsworth|Sullivan Stapleton|Alice Braga,Kriv Stenders,assassin|dark comedy,Comedy|Thriller,Parabolic Pictures|Stable Way Entertainment|Cargo Films|Media House Capital,5.1
0.906036,25000000,The 33,Antonio Banderas|Rodrigo Santoro|Juliette Binoche|James Brolin|Lou Diamond Phillips,Patricia Riggen,mining|chile|based on true story|survival|woman director,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,5.8
0.898296,14000000,Suffragette,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,Sarah Gavron,london|biography|feminist|period drama|woman director,Drama|History,Ruby Films|PathÃ©|Film4,7.1
0.894477,0,45 Years,Charlotte Rampling|Tom Courtenay|Dolly Wells|Geraldine James|David Sibley,Andrew Haigh,secret|marriage,Drama,The Bureau,6.0
0.880938,6000000,We Are Your Friends,Zac Efron|Emily Ratajkowski|Wes Bentley|Nick Rotteveel|Alessandro Lindblad,Max Joseph,dj,Drama|Music|Romance,Working Title Films,6.2
0.880268,0,Barely Lethal,Hailee Steinfeld|Sophie Turner|Jessica Alba|Samuel L. Jackson|Dove Cameron,Kyle Newman,assassin|high school,Adventure|Action|Comedy,A24,5.5
0.874641,0,Macbeth,Michael Fassbender|Marion Cotillard|Paddy Considine|Sean Harris|Jack Reynor,Justin Kurzel,scotland|shakespeare|medieval,History|Drama|War,Studio Canal|See-Saw Films|Creative Scotland|Film4|Anton Capital Entertainment (ACE),6.4
0.872149,0,Extraction,Bruce Willis|Gina Carano|Kellan Lutz|D. B. Sweeney|Dan Bilzerian,Steven C. Miller,terrorist|kidnapping|ex cia agent|rescue operation,Action|Thriller,Emmett/Furla Films|Oasis Films|Aperture Entertainment|Twirly Films Limited,4.2
0.861179,0,Jenny's Wedding,Katherine Heigl|Tom Wilkinson|Alexis Bledel|Grace Gummer|Linda Emond,Mary Agnes Donoghue,woman director,Comedy|Drama,MM Productions|Merced Media Partners|PalmStar Media,5.2
0.848748,0,Descendants,Booboo Stewart|Dove Cameron|Keegan Connor Tracy|Stephanie Bennett|Dan Payne,Kenny Ortega,fairy tale|villain|musical|teen movie|teenager,Music|Action|Adventure|Comedy|Family,Walt Disney Television,6.7
0.843174,0,Tumbledown,Joe Manganiello|Jason Sudeikis|Blythe Danner|Rebecca Hall|Dianna Agron,Sean Mewshaw,widow|biography|writer|folk singer,Music|Romance|Comedy,Echo Films|Bron Studios|Hahnscape,6.6
0.842202,0,Far from the Madding Crowd,Carey Mulligan|Matthias Schoenaerts|Michael Sheen|Tom Sturridge|Juno Temple,Thomas Vinterberg,sheep|rural setting|housekeeper,Romance|Drama,Fox Searchlight Pictures|DNA Films|BBC Films,6.9
0.836941,0,The End of the Tour,Jason Segel|Jesse Eisenberg|Anna Chlumsky|Mamie Gummer|Joan Cusack,James Ponsoldt,,Drama,A24,7.3
0.832487,10000000,The Second Best Exotic Marigold Hotel,Dev Patel|Judi Dench|Richard Gere|Maggie Smith|Bill Nighy,John Madden,old people's home,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,6.4
0.829111,20000000,Little Boy,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,Alejandro Monteverde,,Comedy|Drama|War,Metanoia Films,7.1
0.821443,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Nolan North|Troy Baker|Diedrich Bader|Khary Payton|James Arnold Taylor,Brandon Vietti,dc comics|based on comic book|super powers|lego,Action|Adventure|Animation|Family,Warner Bros. Animation,6.4
